id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8945,8.1,0.65,0.47,2.0,0.083,15.0,25.0,0.9973,3.1,0.54,11.5,6.0
8946,6.8,0.59,0.09,2.2,0.0819999999999999,5.0,20.0,0.9965,3.45,0.49,9.2,6.0
8947,6.6,0.5,0.02,2.3,0.073,11.0,30.0,0.9972,3.57,0.64,11.2,6.0
8948,10.0,0.36,0.63,2.4,0.0819999999999999,8.0,31.0,0.9976,3.45,0.86,10.5,6.0
8949,6.8,0.54,0.06,2.1,0.08,17.0,37.0,0.99774,3.52,0.74,9.2,6.0
8950,7.2,0.58,0.05,2.5,0.0819999999999999,12.0,26.0,0.996,3.39,0.61,10.0,7.0
8951,7.9,0.39,0.25,1.7,0.088,5.0,15.0,0.99668,3.37,0.54,9.5,5.0
8952,8.9,0.32,0.44,2.4,0.074,15.0,26.0,0.9982,3.18,0.72,10.0,6.0
8953,7.7,0.41,0.3,1.9,0.077,12.0,64.0,0.9984,3.42,0.69,9.8,6.0
8954,7.8,0.6,0.01,1.5,0.078,21.0,44.0,0.99492,3.52,0.59,10.0,7.0
8955,5.2,0.4,0.0,1.9,0.047,10.0,21.0,0.99504,3.68,0.56,12.5,6.0
8956,8.0,0.42,0.36,2.4,0.073,7.0,24.0,0.9983,3.27,0.64,9.2,5.0
8957,7.8,0.58,0.01,2.5,0.077,14.0,42.0,0.99744,3.31,0.56,9.9,5.0
8958,6.7,0.51,0.0,1.9,0.078,41.0,54.0,0.99628,3.44,0.53,11.0,7.0
8959,7.1,0.44,0.28,2.4,0.074,7.0,58.0,0.9976,3.48,0.55,9.3,5.0
8960,7.6,0.62,0.02,2.1,0.079,14.0,31.0,0.9972,3.48,0.7,9.5,5.0
8961,6.8,0.51,0.03,1.6,0.093,9.0,28.0,0.9993,3.54,0.77,10.9,6.0
8962,8.8,0.5,0.49,2.4,0.077,5.0,11.0,0.9986,3.15,0.55,10.5,6.0
8963,7.2,0.74,0.07,2.2,0.074,3.0,15.0,0.9971,3.35,0.63,9.2,6.0
8964,7.6,0.48,0.3,2.1,0.076,19.0,29.0,0.9964,3.38,0.62,9.4,5.0
8965,7.3,0.66,0.31,2.2,0.078,16.0,39.0,0.99668,3.41,0.55,10.1,6.0
8966,9.2,0.33,0.35,1.8,0.415,8.0,17.0,0.9956,3.28,0.85,9.1,7.0
8967,6.9,0.48,0.27,2.1,0.087,27.0,52.0,0.9968,3.4,0.7,10.6,5.0
8968,7.1,0.36,0.44,5.6,0.074,20.0,49.0,0.99655,3.3,0.57,12.5,6.0
8969,8.3,0.42,0.6,1.9,0.077,14.0,37.0,0.9982,3.25,0.77,9.9,5.0
8970,8.8,0.4,0.29,2.1,0.095,17.0,49.0,0.99489,3.38,0.58,9.4,5.0
8971,9.5,0.5,0.39,1.5,0.0969999999999999,34.0,70.0,0.9978,3.27,1.18,9.2,5.0
8972,7.0,0.46,0.17,2.3,0.08,8.0,20.0,0.99458,3.39,0.66,9.3,6.0
8973,6.7,0.43,0.29,2.5,0.091,15.0,33.0,0.99668,3.31,0.61,10.8,6.0
8974,7.7,0.68,0.26,2.1,0.076,6.0,16.0,0.9961,3.24,0.72,10.9,7.0
8975,13.3,0.29,0.55,2.6,0.107,7.0,21.0,1.00025,3.26,0.87,9.2,6.0
8976,7.8,0.45,0.21,2.0,0.07,21.0,54.0,0.99652,3.43,0.52,11.1,8.0
8977,6.9,0.5,0.19,2.2,0.0819999999999999,11.0,20.0,0.9991,3.41,0.54,12.5,6.0
8978,7.5,0.57,0.04,1.5,0.078,29.0,33.0,0.9976,3.23,0.58,9.8,5.0
8979,7.1,0.51,0.2,1.8,0.071,16.0,44.0,0.9972,3.35,0.47,9.5,6.0
8980,12.7,0.43,0.42,2.1,0.077,6.0,20.0,0.9972,3.17,0.73,9.4,5.0
8981,9.6,0.36,0.31,2.5,0.081,13.0,31.0,0.9956,3.28,0.7,9.3,6.0
8982,6.1,0.6,0.5,1.9,0.077,6.0,14.0,0.9994,3.44,0.66,11.8,6.0
8983,7.6,0.39,0.05,2.1,0.074,11.0,44.0,0.9988,3.37,0.49,9.4,5.0
8984,8.0,0.49,0.24,2.0,0.074,11.0,21.0,0.9976,3.41,0.59,11.4,6.0
8985,9.2,0.39,0.49,2.1,0.0819999999999999,9.0,23.0,1.0006,3.31,0.85,10.3,6.0
8986,7.9,0.67,0.2,1.8,0.077,6.0,15.0,0.99652,3.48,0.53,10.0,6.0
8987,9.8,0.59,0.17,3.0,0.071,5.0,15.0,0.9962,3.32,0.59,11.4,6.0
8988,6.1,0.715,0.0,1.7,0.08,27.0,90.0,0.9976,3.42,0.45,9.4,5.0
8989,7.1,0.33,0.32,3.0,0.078,9.0,42.0,0.9956,3.32,0.62,9.9,4.0
8990,7.2,0.67,0.08,1.8,0.078,9.0,16.0,0.99652,3.32,0.55,10.1,5.0
8991,7.9,0.51,0.14,2.4,0.074,8.0,26.0,0.9988,3.39,0.54,9.5,6.0
8992,9.1,0.64,0.31,1.8,0.078,6.0,46.0,0.9986,3.42,0.56,9.3,5.0
8993,7.1,0.5,0.04,2.6,0.086,27.0,45.0,0.9958,3.35,0.74,9.8,6.0
8994,7.0,0.58,0.02,2.0,0.079,6.0,21.0,0.99566,3.54,0.48,9.5,5.0
8995,6.6,0.43,0.43,1.8,0.095,6.0,31.0,0.9972,3.36,0.78,10.4,5.0
8996,7.5,0.46,0.45,2.0,0.084,25.0,49.0,0.99532,3.35,0.93,11.0,4.0
8997,6.8,0.53,0.0,1.5,0.012,5.0,15.0,0.99516,3.39,0.73,9.5,6.0
8998,8.3,0.52,0.18,2.0,0.093,14.0,37.0,0.9972,3.33,0.56,9.4,5.0
8999,7.8,0.54,0.28,2.6,0.0819999999999999,9.0,31.0,0.9982,3.22,0.55,9.5,5.0
9000,7.0,0.51,0.01,2.2,0.077,9.0,20.0,0.9964,3.36,0.58,9.6,7.0
9001,8.3,0.33,0.45,1.8,0.105,12.0,20.0,0.99557,3.17,0.56,11.2,6.0
9002,6.4,0.52,0.26,2.1,0.08,32.0,64.0,0.9962,3.26,0.44,10.9,5.0
9003,6.8,0.63,0.06,2.3,0.07,5.0,25.0,0.99648,3.44,0.52,11.4,5.0
9004,9.9,0.43,0.49,3.2,0.093,19.0,28.0,0.9987,3.27,0.84,10.4,6.0
9005,7.2,0.61,0.06,2.6,0.078,10.0,22.0,0.9976,3.42,0.73,9.3,5.0
9006,8.9,0.4,0.24,4.4,0.081,26.0,42.0,0.9976,3.44,0.58,9.8,5.0
9007,7.8,0.36,0.43,2.6,0.077,29.0,58.0,0.9978,3.27,0.83,9.7,5.0
9008,9.0,0.43,0.66,2.9,0.111,5.0,24.0,0.9973,3.08,0.73,9.9,5.0
9009,7.0,0.715,0.21,2.0,0.093,6.0,13.0,0.9968,3.38,0.72,9.5,6.0
9010,8.6,0.51,0.25,2.3,0.102,15.0,28.0,0.99632,3.28,0.62,11.8,7.0
9011,6.9,0.31,0.31,2.1,0.07,11.0,34.0,0.99586,3.41,0.52,10.3,6.0
9012,10.4,0.69,0.24,2.2,0.084,17.0,44.0,0.997,3.21,0.69,10.4,6.0
9013,7.9,0.43,0.26,2.1,0.063,8.0,28.0,0.9973,3.35,0.54,9.9,5.0
9014,8.2,0.39,0.26,2.6,0.091,7.0,31.0,0.99504,3.22,0.58,11.0,7.0
9015,9.3,0.54,0.26,2.0,0.064,33.0,68.0,0.99736,3.31,0.62,11.9,7.0
9016,8.9,0.715,0.17,2.2,0.052,6.0,25.0,0.9994,3.31,0.55,9.5,5.0
9017,6.1,0.66,0.0,3.0,0.08,14.0,35.0,0.9958,3.49,0.6,9.6,5.0
9018,9.4,0.28,0.48,1.8,0.074,10.0,27.0,0.9973,3.26,0.53,12.5,6.0
9019,6.7,0.39,0.0,2.2,0.078,14.0,31.0,0.99656,3.41,0.56,11.3,6.0
9020,6.9,0.32,0.47,2.0,0.08,10.0,23.0,0.99656,3.4,0.74,9.7,6.0
9021,8.8,0.715,0.0,2.3,0.079,15.0,25.0,0.99458,3.45,0.55,12.6,7.0
9022,7.5,0.48,0.25,2.4,0.074,16.0,65.0,0.99652,3.38,0.49,9.7,6.0
9023,7.2,0.31,0.51,1.8,0.068,9.0,41.0,0.99444,3.23,0.84,9.2,6.0
9024,5.8,0.66,0.0,2.6,0.073,19.0,34.0,0.99476,3.38,0.52,9.4,5.0
9025,8.5,0.49,0.2,2.3,0.098,18.0,101.0,0.9972,3.14,0.49,9.5,5.0
9026,10.5,0.46,0.49,2.1,0.09,13.0,29.0,0.9962,3.24,0.63,11.3,6.0
9027,8.3,0.34,0.31,2.4,0.0819999999999999,16.0,35.0,0.99642,3.23,0.68,9.5,5.0
9028,7.9,0.715,0.0,1.7,0.064,16.0,59.0,0.9962,3.38,0.62,9.5,5.0
9029,7.3,0.59,0.02,2.0,0.069,8.0,19.0,0.9982,3.51,0.59,10.0,6.0
9030,8.4,0.5,0.23,2.4,0.078,15.0,33.0,0.99538,3.32,0.67,11.0,7.0
9031,5.1,0.56,0.0,2.3,0.077,7.0,16.0,0.99569,3.42,0.56,11.4,6.0
9032,8.0,0.34,0.5,2.2,0.063,5.0,14.0,0.9968,3.36,0.59,9.3,5.0
9033,12.6,0.32,0.47,1.6,0.095,26.0,60.0,0.9994,3.5,0.82,9.5,5.0
9034,6.2,0.41,0.2,2.5,0.075,10.0,27.0,0.99633,3.34,0.53,11.9,7.0
9035,6.8,0.57,0.0,1.8,0.066,9.0,37.0,0.99576,3.65,0.54,10.8,6.0
9036,6.8,0.64,0.0,2.5,0.077,18.0,28.0,0.99631,3.3,0.54,10.2,6.0
9037,7.1,0.56,0.22,2.0,0.073,16.0,84.0,0.99716,3.36,0.55,9.4,4.0
9038,7.9,0.36,0.31,2.4,0.077,11.0,21.0,0.99064,3.59,0.57,9.5,5.0
9039,6.5,0.65,0.04,2.1,0.076,14.0,25.0,0.9965,3.54,0.54,11.3,6.0
9040,10.0,0.48,0.23,1.7,0.087,11.0,22.0,0.9966,3.15,0.52,9.6,5.0
9041,7.1,0.52,0.05,2.2,0.077,21.0,44.0,0.99652,3.14,0.73,11.7,8.0
9042,6.7,0.56,0.14,2.0,0.0819999999999999,16.0,33.0,0.9988,3.57,0.81,11.3,7.0
9043,8.1,0.51,0.25,2.8,0.076,36.0,121.0,0.9973,3.2,0.55,9.9,6.0
9044,7.0,0.43,0.27,2.1,0.074,35.0,70.0,0.9961,3.51,0.57,11.8,6.0
9045,7.4,0.64,0.08,1.9,0.088,3.0,20.0,0.99586,3.47,0.59,9.6,6.0
9046,7.7,0.43,0.24,2.7,0.102,5.0,29.0,0.99448,3.28,0.6,10.1,6.0
9047,9.3,0.36,0.32,2.0,0.08,25.0,85.0,0.9972,3.3,0.58,9.8,5.0
9048,7.2,0.6,0.02,1.6,0.076,4.0,10.0,0.9964,3.39,0.59,9.4,5.0
9049,10.5,0.3,0.44,2.6,0.078,10.0,23.0,0.997,3.24,0.74,10.0,5.0
9050,7.2,0.62,0.01,2.0,0.081,15.0,47.0,0.9962,3.36,0.58,9.5,5.0
9051,8.3,0.63,0.09,2.3,0.0559999999999999,6.0,16.0,0.9955,3.36,0.65,11.4,7.0
9052,7.6,0.69,0.26,2.1,0.076,6.0,62.0,0.99586,3.35,0.59,9.6,5.0
9053,12.5,0.25,0.42,2.3,0.087,5.0,31.0,0.9976,3.27,0.59,10.0,5.0
9054,9.4,0.43,0.37,2.2,0.079,9.0,22.0,0.9964,3.21,0.73,9.4,6.0
9055,7.5,0.77,0.05,2.4,0.078,15.0,38.0,0.9982,3.56,0.56,11.2,6.0
9056,7.4,0.61,0.04,2.3,0.092,16.0,86.0,0.9972,3.22,0.64,9.9,5.0
9057,8.7,0.29,0.43,1.9,0.072,15.0,31.0,0.9994,3.33,0.72,9.9,5.0
9058,8.7,0.33,0.25,2.4,0.074,21.0,119.0,0.9972,3.32,0.6,9.3,6.0
9059,11.9,0.64,0.3,2.1,0.074,27.0,52.0,0.9966,3.26,0.75,10.1,6.0
9060,9.3,0.74,0.0,2.5,0.067,6.0,23.0,0.9964,3.55,0.48,9.1,5.0
9061,9.2,0.55,0.19,1.9,0.092,8.0,22.0,0.9998,3.24,0.57,9.5,5.0
9062,8.9,0.31,0.5,1.8,0.079,10.0,43.0,0.9962,3.37,0.57,9.8,6.0
9063,6.7,0.55,0.03,2.1,0.076,26.0,53.0,0.99531,3.42,0.84,12.3,7.0
9064,10.2,0.53,0.49,2.3,0.092,12.0,47.0,0.99701,3.47,0.64,10.0,5.0
9065,8.8,0.53,0.31,2.2,0.09,12.0,50.0,0.9996,3.31,0.57,9.0,5.0
9066,7.4,0.745,0.13,2.1,0.0819999999999999,16.0,71.0,0.9986,3.31,0.54,9.5,6.0
9067,7.9,0.36,0.33,1.7,0.07,17.0,34.0,0.99462,3.45,0.66,9.3,5.0
9068,8.9,0.42,0.24,2.0,0.072,23.0,44.0,0.9986,3.31,0.62,10.0,6.0
9069,7.2,0.58,0.09,2.1,0.077,10.0,31.0,0.99668,3.35,0.62,9.7,6.0
9070,7.6,0.62,0.02,2.2,0.075,12.0,46.0,0.9962,3.31,0.52,9.7,5.0
9071,8.3,0.36,0.44,2.1,0.071,10.0,19.0,0.99444,3.19,0.78,11.3,7.0
9072,7.8,0.33,0.25,2.5,0.068,29.0,46.0,0.9948,3.35,0.64,9.5,5.0
9073,7.9,0.66,0.0,2.2,0.076,6.0,28.0,0.9964,3.35,0.6,9.4,5.0
9074,10.0,0.5,0.49,2.3,0.08,7.0,21.0,0.9974,3.24,0.73,10.1,6.0
9075,7.1,0.55,0.03,1.7,0.07,12.0,19.0,0.9966,3.35,0.61,9.8,5.0
9076,9.5,0.69,0.21,2.1,0.072,11.0,58.0,0.99562,3.22,0.56,9.6,5.0
9077,11.5,0.24,0.47,2.1,0.0969999999999999,19.0,45.0,0.9976,3.3,0.59,11.6,6.0
9078,9.0,0.58,0.01,1.8,0.078,15.0,26.0,0.9967,3.34,0.69,10.9,6.0
9079,10.1,0.66,0.68,2.7,0.086,16.0,57.0,1.0004,3.07,0.6,9.4,5.0
9080,6.8,0.6,0.09,1.6,0.076,9.0,23.0,0.99488,3.58,0.6,9.8,6.0
9081,8.7,0.36,0.24,1.9,0.068,5.0,13.0,0.9962,3.43,0.58,10.3,7.0
9082,7.3,0.49,0.0,2.5,0.078,4.0,15.0,0.99508,3.42,0.56,9.8,5.0
9083,8.8,0.5,0.24,2.0,0.08,6.0,24.0,0.99745,3.21,0.57,10.5,7.0
9084,8.4,0.74,0.17,2.1,0.072,17.0,40.0,0.9962,3.36,0.84,12.8,6.0
9085,6.3,0.48,0.0,2.1,0.08,9.0,32.0,0.9964,3.36,0.78,10.0,6.0
9086,8.1,0.59,0.27,1.9,0.077,6.0,18.0,0.9976,3.32,0.59,9.4,6.0
9087,8.3,0.5,0.43,2.0,0.075,8.0,16.0,0.99458,3.19,0.75,9.5,6.0
9088,7.9,0.62,0.08,1.8,0.093,26.0,69.0,0.9978,3.17,0.59,9.4,6.0
9089,8.2,0.7,0.1,2.1,0.09,11.0,32.0,0.9988,3.31,0.59,9.5,7.0
9090,7.8,0.78,0.0,2.8,0.054,13.0,33.0,0.99588,3.6,0.63,11.5,5.0
9091,7.0,0.58,0.0,2.2,0.077,6.0,21.0,0.9959,3.39,0.56,11.1,6.0
9092,9.7,0.34,0.74,2.0,0.102,9.0,44.0,0.99664,3.28,0.51,9.5,6.0
9093,7.1,0.37,0.39,2.0,0.08,6.0,46.0,0.9982,3.43,0.86,9.3,5.0
9094,8.2,0.34,0.66,2.4,0.066,5.0,17.0,0.9987,3.08,0.68,10.1,6.0
9095,7.2,0.58,0.03,2.3,0.077,6.0,16.0,0.99734,3.51,0.82,10.2,6.0
9096,7.4,0.645,0.1,2.2,0.08,12.0,24.0,0.9987,3.36,0.57,9.8,6.0
9097,7.4,0.54,0.15,2.5,0.0819999999999999,19.0,52.0,0.99655,3.55,0.43,9.4,6.0
9098,7.0,0.67,0.0,2.3,0.099,19.0,60.0,0.9964,3.3,0.56,9.3,5.0
9099,6.2,0.58,0.0,1.6,0.098,12.0,19.0,0.99572,3.4,0.54,11.0,7.0
9100,8.2,0.52,0.28,2.0,0.079,7.0,16.0,0.9988,3.29,0.52,9.5,4.0
9101,8.7,0.54,0.14,2.8,0.077,10.0,49.0,0.99655,3.26,0.7,10.8,6.0
9102,10.4,0.31,0.46,2.3,0.073,18.0,38.0,0.9986,3.24,0.83,10.9,5.0
9103,8.2,0.47,0.2,2.3,0.067,6.0,23.0,0.9986,3.44,0.61,9.4,5.0
9104,7.5,0.57,0.03,2.6,0.076,29.0,55.0,0.99478,3.58,0.58,9.8,5.0
9105,6.2,0.59,0.04,2.0,0.075,6.0,14.0,0.9967,3.38,0.61,11.1,6.0
9106,7.8,0.74,0.07,2.0,0.064,21.0,67.0,0.9994,3.25,0.74,11.5,6.0
9107,7.1,0.66,0.0,2.2,0.068,16.0,46.0,0.9976,3.2,0.52,9.2,5.0
9108,8.9,0.32,0.39,2.8,0.078,6.0,18.0,0.9972,3.29,0.65,11.1,6.0
9109,8.6,0.38,0.59,2.0,0.084,8.0,20.0,0.9991,3.07,0.61,9.7,5.0
9110,7.2,0.59,0.04,2.8,0.077,14.0,61.0,0.99702,3.31,0.62,9.9,5.0
9111,8.9,0.34,0.41,2.3,0.091,7.0,13.0,0.99672,3.26,0.65,9.5,6.0
9112,9.2,0.38,0.45,2.6,0.079,20.0,49.0,0.9957,3.35,0.58,12.3,7.0
9113,8.9,0.28,0.26,1.6,0.09,15.0,58.0,0.9978,3.32,0.74,9.5,7.0
9114,8.9,0.52,0.31,2.4,0.0969999999999999,17.0,61.0,0.99655,3.28,0.5,10.5,5.0
9115,7.8,0.785,0.0,3.7,0.077,16.0,25.0,0.9968,3.41,0.82,10.2,6.0
9116,7.9,0.65,0.0,1.7,0.039,6.0,28.0,0.99638,3.36,0.58,11.5,6.0
9117,8.8,0.59,0.07,2.9,0.072,5.0,12.0,0.99656,3.31,0.59,9.7,5.0
9118,7.1,0.57,0.03,2.0,0.072,23.0,81.0,0.9988,3.42,0.6,9.5,5.0
9119,8.0,0.39,0.42,2.8,0.0819999999999999,19.0,50.0,0.9942,3.41,0.48,10.4,6.0
9120,5.0,0.47,0.05,1.4,0.096,11.0,42.0,0.9968,3.47,0.74,9.4,6.0
9121,8.2,0.67,0.14,2.5,0.088,12.0,27.0,0.99736,3.16,0.54,10.1,5.0
9122,6.9,0.74,0.0,1.8,0.078,16.0,36.0,0.99562,3.68,0.55,9.1,6.0
9123,7.2,0.58,0.32,2.8,0.083,21.0,52.0,0.9968,3.3,0.59,9.5,6.0
9124,8.3,0.39,0.42,2.1,0.075,21.0,54.0,0.9966,3.1,0.87,9.5,5.0
9125,8.3,0.58,0.12,2.9,0.0819999999999999,16.0,30.0,0.99656,3.32,0.46,10.7,6.0
9126,5.9,0.63,0.02,2.0,0.083,5.0,12.0,0.9974,3.56,0.57,11.2,6.0
9127,8.3,0.59,0.22,2.6,0.087,4.0,15.0,0.9956,3.27,0.74,9.4,5.0
9128,11.9,0.49,0.49,2.1,0.1,6.0,19.0,0.99824,3.28,0.48,10.3,5.0
9129,7.3,0.48,0.11,2.5,0.076,18.0,94.0,0.9971,3.53,0.77,9.9,6.0
9130,9.0,0.57,0.49,2.2,0.071,12.0,25.0,0.99478,3.23,0.61,11.3,7.0
9131,6.6,0.65,0.03,1.8,0.08,4.0,13.0,0.9963,3.43,0.73,9.3,6.0
9132,7.8,0.46,0.47,2.2,0.076,7.0,47.0,0.99748,3.32,0.76,9.4,6.0
9133,7.2,0.78,0.01,2.1,0.08,12.0,24.0,0.9974,3.51,0.59,9.8,5.0
9134,8.6,0.52,0.24,2.1,0.067,17.0,40.0,0.9986,3.2,0.57,11.0,7.0
9135,8.6,0.59,0.14,2.5,0.093,6.0,22.0,0.9956,3.45,0.52,9.7,5.0
9136,8.4,0.34,0.29,2.2,0.118,6.0,20.0,0.99736,3.28,0.72,9.2,5.0
9137,9.2,0.54,0.21,2.2,0.088,12.0,22.0,0.9978,3.28,0.56,9.3,5.0
9138,7.8,0.66,0.0,1.8,0.066,27.0,54.0,0.9988,3.51,0.6,9.8,5.0
9139,7.0,0.63,0.1,2.1,0.065,32.0,70.0,0.9964,3.36,0.53,9.3,5.0
9140,10.0,0.66,0.24,1.9,0.066,5.0,28.0,0.9981,3.16,0.66,9.5,5.0
9141,10.9,0.36,0.41,2.4,0.078,9.0,17.0,0.9994,3.37,0.86,10.9,6.0
9142,8.3,0.33,0.39,2.1,0.066,6.0,16.0,0.9977,3.26,0.48,9.2,5.0
9143,7.9,0.74,0.0,2.0,0.071,26.0,59.0,0.99538,3.38,0.53,11.0,6.0
9144,6.8,0.43,0.14,2.0,0.081,24.0,64.0,0.9962,3.57,0.56,9.3,5.0
9145,7.2,0.58,0.11,2.0,0.068,23.0,59.0,0.99492,3.35,0.51,9.6,5.0
9146,7.1,0.58,0.0,2.0,0.09,5.0,13.0,0.99586,3.38,0.63,9.5,5.0
9147,6.7,0.5,0.0,1.7,0.094,23.0,44.0,0.9987,3.35,0.55,10.9,7.0
9148,9.3,0.49,0.49,2.9,0.05,14.0,29.0,0.9997,3.17,0.48,9.2,5.0
9149,7.1,0.41,0.51,2.1,0.0819999999999999,3.0,14.0,0.9988,3.17,0.81,10.1,6.0
9150,8.6,0.51,0.22,1.9,0.086,15.0,31.0,0.9963,3.3,0.6,11.0,7.0
9151,8.0,0.6,0.18,4.0,0.077,21.0,77.0,0.9987,3.27,0.62,9.5,5.0
9152,7.1,0.5,0.0,3.9,0.074,21.0,56.0,0.99718,3.23,0.57,9.5,4.0
9153,6.3,0.68,0.0,2.6,0.093,16.0,64.0,0.9986,3.53,0.48,11.1,7.0
9154,6.2,0.53,0.02,2.5,0.098,16.0,86.0,0.9988,3.56,0.64,9.8,5.0
9155,8.1,0.715,0.21,1.7,0.092,12.0,35.0,0.99716,3.4,0.62,9.9,6.0
9156,8.1,0.31,0.22,2.8,0.08,38.0,54.0,0.99547,3.41,0.64,11.8,7.0
9157,8.3,0.56,0.14,2.3,0.071,7.0,20.0,0.9972,3.19,0.55,9.5,6.0
9158,7.3,0.32,0.32,1.9,0.066,32.0,69.0,0.998,3.35,0.77,9.5,6.0
9159,6.9,0.52,0.01,1.8,0.074,15.0,26.0,0.9956,3.3,0.66,9.4,5.0
9160,8.2,0.62,0.22,2.6,0.074,15.0,29.0,0.9976,3.31,0.52,9.8,6.0
9161,9.2,0.29,0.52,2.0,0.095,35.0,124.0,0.9982,3.12,0.62,9.4,5.0
9162,6.3,0.32,0.35,1.6,0.066,14.0,32.0,0.99448,3.4,0.62,11.9,6.0
9163,7.5,0.4,0.13,2.3,0.084,5.0,14.0,0.99708,3.38,0.56,12.4,7.0
9164,10.3,0.36,0.24,2.1,0.095,5.0,7.0,0.997,3.38,0.85,10.0,5.0
9165,7.1,0.6,0.14,2.1,0.068,14.0,40.0,0.9971,3.26,0.55,9.5,6.0
9166,8.8,0.78,0.34,2.2,0.0819999999999999,10.0,35.0,0.9948,3.31,0.72,10.0,6.0
9167,9.4,0.37,0.42,2.1,0.088,16.0,37.0,0.99572,3.28,0.6,11.1,6.0
9168,7.2,0.31,0.42,1.9,0.074,5.0,30.0,0.9976,3.36,0.61,11.3,6.0
9169,6.3,0.6,0.03,2.2,0.073,4.0,14.0,0.9986,3.44,0.53,10.0,6.0
9170,8.4,0.45,0.46,1.6,0.079,6.0,23.0,0.9994,3.36,0.74,11.0,6.0
9171,7.0,0.61,0.26,2.1,0.086,14.0,87.0,0.9976,3.39,0.58,9.4,5.0
9172,8.3,0.35,0.3,3.5,0.0819999999999999,11.0,86.0,0.99572,3.33,0.62,9.4,7.0
9173,7.0,0.43,0.24,2.0,0.062,13.0,31.0,0.99612,3.22,0.59,10.0,6.0
9174,7.0,0.31,0.42,1.8,0.087,13.0,31.0,0.9966,3.35,0.84,9.4,5.0
9175,10.1,0.52,0.26,1.8,0.0819999999999999,7.0,28.0,0.9964,3.2,0.71,10.0,6.0
9176,8.0,0.5,0.23,4.0,0.09,19.0,43.0,0.9998,3.22,0.52,10.6,8.0
9177,6.3,0.56,0.09,1.8,0.073,6.0,18.0,0.99592,3.47,0.58,10.3,6.0
9178,8.4,0.39,0.32,2.3,0.079,35.0,98.0,0.9973,3.34,0.54,9.6,6.0
9179,6.8,0.6,0.04,2.6,0.077,26.0,59.0,0.9987,3.48,1.04,10.9,6.0
9180,7.1,0.34,0.24,2.3,0.095,4.0,8.0,0.9961,3.16,0.76,9.2,5.0
9181,8.1,0.41,0.46,1.6,0.066,11.0,23.0,0.99568,3.16,0.57,10.9,6.0
9182,7.1,0.54,0.0,2.3,0.091,15.0,31.0,0.9976,3.5,0.54,10.4,5.0
9183,8.9,0.6,0.03,2.1,0.083,24.0,42.0,0.9968,3.13,0.54,9.5,4.0
9184,9.3,0.34,0.49,2.3,0.0819999999999999,29.0,62.0,0.99458,3.14,0.72,10.9,6.0
9185,7.2,0.61,0.24,1.9,0.078,21.0,46.0,0.9994,3.34,0.52,9.6,5.0
9186,9.9,0.51,0.24,1.7,0.0969999999999999,6.0,15.0,0.9955,3.16,0.57,9.6,5.0
9187,7.3,0.58,0.02,2.2,0.0819999999999999,3.0,6.0,0.99655,3.41,0.53,9.4,6.0
9188,10.2,0.6,0.49,2.4,0.075,10.0,23.0,0.9996,3.12,0.72,11.8,7.0
9189,8.3,0.56,0.26,1.6,0.063,24.0,52.0,0.9965,3.2,0.61,9.3,5.0
9190,7.9,0.48,0.07,2.0,0.071,8.0,17.0,0.99593,3.28,0.65,10.4,6.0
9191,6.8,0.54,0.09,2.0,0.064,10.0,24.0,0.99656,3.53,0.55,10.9,5.0
9192,10.3,0.51,0.5,2.1,0.074,6.0,24.0,0.9972,3.41,0.68,12.3,7.0
9193,8.3,0.39,0.39,2.3,0.066,16.0,41.0,0.9972,3.3,0.87,10.5,6.0
9194,8.1,0.44,0.29,2.3,0.077,16.0,58.0,0.9974,3.38,0.56,9.3,5.0
9195,9.0,0.32,0.45,1.8,0.0819999999999999,8.0,24.0,0.9967,3.19,0.65,9.5,5.0
9196,10.0,0.47,0.49,2.0,0.0819999999999999,5.0,14.0,0.99704,3.21,0.9,9.8,6.0
9197,7.3,0.64,0.28,2.0,0.088,34.0,64.0,0.9988,3.39,0.86,9.5,6.0
9198,8.8,0.34,0.29,2.1,0.052,13.0,49.0,0.9964,3.32,0.62,9.3,6.0
9199,8.4,0.47,0.32,2.1,0.091,9.0,39.0,0.9966,3.16,0.53,9.8,5.0
9200,7.9,0.57,0.17,2.4,0.094,6.0,32.0,0.9972,3.34,0.52,9.5,5.0
9201,7.9,0.43,0.49,2.0,0.08,5.0,24.0,0.9972,3.32,0.46,11.4,7.0
9202,8.9,0.36,0.18,2.1,0.084,5.0,28.0,0.9976,3.25,0.54,9.9,5.0
9203,7.8,0.58,0.31,1.9,0.076,5.0,14.0,0.99552,3.24,0.68,11.6,7.0
9204,7.7,0.41,0.34,2.0,0.081,23.0,47.0,0.99688,3.3,0.73,10.3,5.0
9205,7.9,0.67,0.01,2.0,0.084,26.0,54.0,0.9966,3.26,0.54,10.3,5.0
9206,7.9,0.41,0.39,2.0,0.084,16.0,35.0,0.9964,3.41,0.62,11.2,6.0
9207,14.0,0.3,0.4,3.0,0.094,5.0,10.0,0.9987,3.36,0.59,10.8,6.0
9208,12.0,0.46,0.39,2.3,0.0819999999999999,11.0,52.0,0.99743,3.25,0.62,9.5,6.0
9209,8.7,0.47,0.47,2.0,0.077,6.0,11.0,0.9988,3.3,0.59,9.5,6.0
